Permission,Original Description,DecribeCtx-Ctx Descritpion,Checked,DecribeCtx Descritpion,Checked,Code2Vec Descritpion,Checked,User Num
LOCATION,lets you share your location with the people you choose for the length of time you set,access gps and location,0.5,access gps and location,0.5,the app uses your current gps location,0.25,4
LOCATION,View events around you via GPS location,find nearby events based on your current location and gps,0.8,find nearby events based on your current location and gps,0.8,access your location gps,0.4,5
LOCATION,find homes based on your current location,the app use your location on the map,0.0,find nearest location based on your location,1.0,the app use your location on the map,0.0,3
LOCATION,Weathood is a simple weather app which will use your device GPS to detect your location and bring rich weather service,access gps data,0.4,get weather nearby based on location data,1.0,access gps data,0.4,5
LOCATION,find nearby stores to place a perscription refill request,find the nearest location with your location,0.0,find nearest location based on your current location,1.0,access gps and gps data gps,0.0,1
LOCATION,Lat Long Calc is a GPS tool that converts latitude/longitude coordinates to different formats and calculates distance and direction between two points,the app uses gps data and location,0.0,the app uses gps data and location,0.0,this app uses your location to gps,0.0,2
LOCATION,Location: Access by checking the customer's location to deliver the information available in the shops,this app can use your location and gps data,0.75,find your current location,0.5,this app can use your location and gps data,0.5,4
LOCATION,It is designed to provide live; relevant information for the FY2018 event; including location-based content,find nearby events based on your location and your current location,0.6666666666666666,find nearby events based on your location and your current location,0.6666666666666666,access location and gps,0.0,3
LOCATION,GPS Distances to the Front; Middle; Back of the Green,find the nearest location with your location,0.5,access gps data,1.0,access gps data,0.0,2
LOCATION,Installing WiaTag on your mobile device provides you with a possibility to control its location or view tracks of movement using the interface of monitoring system !,access location and gps,0.4,access location and gps,0.6,access location and gps,0.6,5
LOCATION,Our GPS vehicle tracking devices offer worldwide GPS satellite coverage with nationwide customer sales and service network,track your location based on real time location map,0.3333333333333333,track your location based on real time location map,0.3333333333333333,track your location based on real time location map,0.3333333333333333,3
LOCATION,With the help of GPS the taxi companies can easily track the Taxi movements,the app to the gps and your current location,0.0,this app uses gps to track your current location,1.0,the app to the gps and your current location,0.0,3
LOCATION,Thanks to the geolocation you can buy the product you need as close as possible,gps location,0.4,access gps data,0.6,access gps data,0.6,5
LOCATION,Lookup Sexy Singles using our GPS matching system,you can use location on the map,0.75,access gps data,0.25,access gps data,0.25,4
LOCATION,Here; current location of user automatically send along with all visit,the app uses your current gps location,0.6666666666666666,find your current location and share it with friends,0.6666666666666666,the app uses your current gps location,0.6666666666666666,3
LOCATION,Location: Access by checking the customer's location to deliver the information available in the shops,access location and gps,0.25,access location and gps,0.75,access location and gps,0.75,4
LOCATION,Professional near you(based on your geolocation; the nearest professionals will be shown),find your location and get nearby events locations,0.5,find your location and get nearby events locations,0.5,find your location and get nearby events locations,0.5,6
LOCATION,Book a taxi using the phone's built in GPS to determine your pickup point,the app uses your location and location gps gps gps,0.4,the app uses your location and location gps gps gps,0.2,the app uses your location and location gps gps gps,0.2,5
LOCATION,Place markers on the map to track mushrooms that you have found,the app use gps data of your device,0.8,the app use gps data of your device,0.8,this app uses your location to gps,0.2,5
LOCATION,Location: Access by checking the customer's location to deliver the information available in the shops,find your current location,0.5,find your current location,0.5,the app use gps and your current location gps,0.75,4
LOCATION,Other helpful information includes GPS directions,access location and gps,1.0,the app use gps and your current location gps,0.5,the app use gps and your current location gps,0.5,6
LOCATION, nearby radio streams on a map,you can use location on the map,0.2,find your current location on the map,0.6,access gps data,0.6,5
LOCATION,one can locate points of interest such as attractions of a utilitarian content; monuments; museums; universities; hospitals; etc; within a radius of 30 km from the location point that your device determines,access location and gps,0.4,find your current location to get nearby locations,0.4,access location and gps,0.4,5
LOCATION, Each tour with photos; an important selection of points of interest geolocalized on the map,you can use location on the map,0.0,the app use the gps and to the gps gps location,0.5,the app use the gps and to the gps gps location,0.5,4
LOCATION,See Nearby malls offer you don?'?t want to miss as per your location,find the nearest location displays your current location,0.6,find the nearest location displays your current location,0.4,find the nearest location displays your current location,0.4,5
LOCATION,Driving directions from your location,the app uses your current gps location,0.0,find your current location on the map,0.6666666666666666,the app uses your current gps location,0.3333333333333333,3
LOCATION,access gps,the app use gps and location gps to get your current location,1.0,access gps data and location,0.2,the app use gps and location gps to get your current location,1.0,5
LOCATION,You can select the service (Cleaning; Public Lighting; gardens; etc); type of incident to report; locate it through GPS your terminal,access location and gps information,0,access location and gps information,0,access location and gps information,0,0
LOCATION,Location: Access by checking the customer's location to deliver the information available in the shops,find your current location,0.0,find your current location,0.0,find your current location,0.0,5
LOCATION,you can easily map all the latest jobs near your current location,you can use location on the map,0.3333333333333333,use the map to get your current location,1.0,the app to the gps and your current location,0.3333333333333333,3
LOCATION,Some of the functionality features include GPS enabled directions,access gps data,0.5,access gps data,0.5,access gps data,0.5,4
LOCATION,Thanks to the GPS section; you will see all bars microbrew that is around you and get directions for how to get there,the app uses your current gps location,0.75,the app uses your current gps location,0.5,the app uses your current gps location,0.5,4
LOCATION,After the complete search; the APP will show what is the distance to be traveled; and the route can be traced on the GPS connected to the application,gps location,0.25,access location and gps data,0.75,access location and gps,0.25,4
LOCATION,Quickly find the best gas prices nearby and tab to get direction,find your current location to get nearby location and service,0.5,find your current location to get nearby location and service,0.5,find your current location to get nearby location and service,0.5,6
LOCATION,The main purpose of Location Based services is to provide information to customers based on the knowledge of phone locations,you can get your current location based on gps,0.3333333333333333,you can get your current location based on gps,0.3333333333333333,access location and gps,0.0,6
LOCATION,The Android app also:- captures GPS/geo-coordinates of the scan/tap and sends it with the rest of the data,the app use your location gps data,0.5,the app use your gps,0.25,the app use your gps,0.25,4
LOCATION,Search and call for nearest Ambulance during an emergency or for a planned transfers,the app use the gps and to the gps gps location,0.2,find the nearest locations based on your current location,0.8,the app use the gps and to the gps gps location,0.2,5
LOCATION,Smartly detects your actual position; through GPS data and other information,find the nearest location displays your current location,0.5,access location and gps,0.5,access location and gps,0.5,4
LOCATION,Your location will be taken automatically using GPS,find your current location based on gps,0.75,find your current location based on gps,0.75,find your current location based on gps,0.75,4
LOCATION,Application is capable of collecting GPS; photos and videos,access location and gps,0.16666666666666666,access location and gps data,0.3333333333333333,access location and gps,0.16666666666666666,6
LOCATION,Electronic visit verification by recording location through GPS,you can track your location with gps data,0.25,you can track your location with gps data,0.25,the app uses your current gps location,0.25,4
LOCATION,Map and GPS tracking supported,the app uses your current gps location,2.0,track your location based on real time location map,4.0,the app uses your current gps location,2.0,6
LOCATION,GPS location tracker,you can track your current location on the map with gps,0.6,you can track your current location on the map with gps,0.6,the app uses your gps,0.0,5
LOCATION,Maps: Search campus buildings by name; pinpoint them on the map; and see their location relative to your own,use the gps map to find your current location,0.5,use the gps map to find your current location,0.5,this app uses your location to gps,0.25,4
LOCATION,App determines your locations; finds available drivers; lets you know when they arrive,access location and gps,0.2,find your current location,0.8,access location and gps,0.2,5
LOCATION,Maps & Directions: Search for Atrium Health facilities and get driving directions,the app uses location and gps,0.3333333333333333,the app uses location and gps,0.3333333333333333,the app uses location and gps,0.3333333333333333,3
LOCATION,As you move around your city or travel to other areas; your SIT news feed updates to reflect service provider reviews near your geographical location,find the nearest location displays your current location,1.0,the app use gps and location gps to get your current location,0.0,the app use gps and location gps to get your current location,0.0,3
LOCATION,We process your geolocation information in order to provide you with offers and/or promotions which are based on your location,access location and gps,0.5,find your current location based on gps,0.75,access location and gps,0.5,4
LOCATION,GPS enabled to find whats nearby; plus an itinerary builder to plan your visit,the app use gps and your current location gps,0.3333333333333333,find your location and get nearby events locations,1.0,the app use gps and your current location gps,0.3333333333333333,6
LOCATION,GPS bus tracking system help  parents to see that where the bus is and  he or she is safe,this app uses your location to gps,3.0,track your location based on real time location map,6.0,this app uses your location to gps,3.0,6
LOCATION,GPS access,access location and gps,0.75,access location and gps,0.5,access location and gps,0.5,4
LOCATION,Packed with photos and map locations,the app uses your gps,0.4,find your current location,0.8,the app uses your gps,0.4,5
LOCATION,Find a Smashburger closest to your location,find nearest locations based on your current location,0.6,find nearest locations based on your current location,0.6,access gps data,0.0,5
LOCATION,Campus Maps whether you are new or familiar with the campus all of our landmarks are detailed so you need never miss a class or meeting,find your current location and share your location,0.3333333333333333,find your current location and share your location,0.3333333333333333,find your current location and share your location,0.3333333333333333,6
LOCATION,a new user interface and user targeted content based on the different migration stages and current location of migrant workers,this app uses your location to gps,0.0,track your location based on gps and location,1.0,this app uses your location to gps,0.0,4
LOCATION,Receive live notifications about your driver's status; track your driver on a map; and call the driver directly from the app,you can track your current location on the map with gps,0.25,you can track your current location on the map with gps,0.25,you can track your current location on the map with gps,0.25,4
LOCATION,receive push notifications on news; events and sometimes adverse weather ,you can use location on the map,0.5,you can use location on the map,0.5,you can use location on the map,0.5,6
LOCATION,Access your itineraries; view pictures of available salons; and get directions to your listing,gps location,0.5,the app use gps and your current location gps,1.0,the app use gps and your current location gps,1.0,2
LOCATION,Each route includes maps to guide between different points; images; audio descriptions and GPS function,find your current location on the map,0.6666666666666666,find your current location on the map,0.6666666666666666,the app uses your gps,0.3333333333333333,3
LOCATION,Also included is a Dealer Locator with GPS search functionality and contact information for Mercedes-Benz Financial Services,this app uses your location to gps,0.3333333333333333,access location and gps data,0.3333333333333333,this app uses your location to gps,0.6666666666666666,3
LOCATION,Search & Navigate for service centers like garages and tire shops,find your current location to get nearby locations and service,0,find your current location to get nearby locations and service,0,find your current location to get nearby locations and service,0,0
LOCATION,Location: Approaches to communicate the store's valid information by checking customer location,you can use location on the map,1.0,access gps data,0.16666666666666666,access gps data,0.16666666666666666,6
LOCATION,This app lets you record your trips and plot your location in real time on the Startrack server,the app to the gps and your current location,0.25,track your location based on real time location map,0.75,the app to the gps and your current location,0.25,4
LOCATION,Allows fast switching wifi or gps on/off,this app uses your location to gps,0.5,this app access location and gps data,0.5,this app uses your location to gps,0.5,4
LOCATION,GPS Location tag your photo,the app uses your location to provide you to track in locations,0.0,you can save your photo with gps location data,1.0,access gps and gps data gps,0.0,2
LOCATION,It also take gps to send location of perticular place of complaint,the app use your gps,0.2,access gps data,0.4,the app use your gps,0.2,5
LOCATION,access current location,the app uses gps location,0.6666666666666666,the app use the gps and to the gps gps location,0.3333333333333333,the app use the gps and to the gps gps location,0.3333333333333333,3
LOCATION,Use our locator to find the closest Fred Meyer store or fuel center,this app uses your location to gps,0.3333333333333333,this app uses your location to gps,0.0,this app uses your location to gps,0.0,3
LOCATION,Car Finder helps to locate your car through GPS,find your car location with gps data,0.0,find your car location with gps data,0.0,the app use gps and location gps to get your current location,0.6666666666666666,3
LOCATION,Update beacons firmwareThe app works with the Proximity Beacons; Location Beacons; Location Beacons with UWB; Mirror; and Stickers,access location and gps,0.5,access location and gps,1.0,access location and gps,0.5,2
LOCATION,Accurate prayer times based on your location,the app use your location gps data,0.25,the app use your location gps data,0.5,the app use your location gps data,0.5,4
LOCATION,Find discounts and deals from several establishments in the city or in your neighbourhood,find your current location to get nearby location and service,0.2,find your current location to get nearby location and service,0.2,find your current location to get nearby location and service,0.2,5
LOCATION,Find the nearest location; order through the app & unlock freebies,the app use gps and your current location gps,0.3333333333333333,find nearest locations based on your current location,0.6666666666666666,the app use gps and your current location gps,0.3333333333333333,3
LOCATION,It's a safety and tracking solution for groups using LoRa and GPS technology,track your location on the map,0.25,the app to the gps and your current location,0.25,the app to the gps and your current location,0.25,4
LOCATION,GPS-enabled maps that work without a cell/wifi connection and can be custom edited and annotated,the app uses your location to provide you to track in locations,0.4,the app uses location and gps information,0.6,the app to the gps and your current location,0.0,5
LOCATION,Share stored addresses; current location; phone numbers and email ids with one click,find your current location and share it with friends,0,find your current location and share it with friends,0,access your location and gps data,0,0
LOCATION,Use the GPS facility map to search and find parking; the nearest restroom; food; merchandise; and more,use the gps map to find your location and send your location,0.4,use the gps map to find your location and send your location,0.4,use the gps map to find your location and send your location,0.4,5
LOCATION,Discover best local salons near you,find nearest locations based on your current location,1.0,find nearest locations based on your current location,1.0,find nearest locations based on your current location,1.0,4
LOCATION,Car Finder helps to locate your car through GPS,the app use your location gps data,0.3333333333333333,the app use your location gps data,0.0,the app use your location gps data,0.0,6
LOCATION,It comes with detailed walk route maps and powerful navigation features,the app uses your current gps location,0.5,the app uses your current gps location,0.5,the app uses your current gps location,0.5,4
LOCATION,See your location on the map with nearby incidents,gps location,0.3333333333333333,the app use the gps and to the gps gps location,0.6666666666666666,the app use the gps and to the gps gps location,0.6666666666666666,3
LOCATION,Unlike other weather apps; you'll get a local forecast that is customized for you,access gps and gps data gps,0.25,open the weather map based on your current location,0.75,access gps and gps data gps,0.25,4
LOCATION,This mode is used as loudspeaker; megaphone or microphone. Touch the Start button in the first mode. Speaking into the lower part microphone ,track your location on the map,0.25,record with your microphone,0.25,record with your microphone,0.25,4
MICROPHONE,this top app supports recorded speech with high quality audio; smart sermon; voice notes; prayers and personal recordings ,the app uses microphone permission,0.6666666666666666,the app uses microphone to record,0.6666666666666666,the app uses microphone to record,0.6666666666666666,6
MICROPHONE,This application allows you to control latest Home Audio and Home Speaker devices,this app uses microphone permission to record your voice,1.0,this app uses microphone permission to record your voice,1.0,this app uses microphone permission to record your voice,1.0,3
MICROPHONE,use audio input such as the microphone,external microphone support and microphone,0.0,record to your microphone,0.3333333333333333,record to your microphone,0.3333333333333333,3
MICROPHONE,Microphone: Used to provide recording function,the app uses your microphone of your microphone,0.0,this app uses microphone permission to record audio data,1.0,record your voice to your microphone ,0.25,4
MICROPHONE,This app uses the microphone to detect sound and convert it into an SPL value FOR INDICATION ONLY,you can record from the microphone,0.0,record your microphone to your microphone,0.25,record your microphone to your microphone,0.25,4
MICROPHONE,detect the pitch of notes that picked up by a microphone; and it displays the difference from the fine pitch,microphone access,0.6666666666666666,app uses your microphone,0.3333333333333333,microphone access,0.6666666666666666,3
MICROPHONE,record sound from microphone,record your voice from the microphone,1.0,record your voice from the microphone,1.0,record your voice to your microphone ,0.4,5
MICROPHONE,detect human voices and start recording conversation.,this app uses microphone permission to record,0.6,this app uses microphone permission to record,0.0,this app uses microphone permission to record,0.0,5
MICROPHONE,laugh out loud at tom?'?s funny voice,the application uses microphone and your microphone,0.5,app uses microphone of your device,0.75,the application uses microphone and your microphone,0.25,4
MICROPHONE,simply record yourself saying a phrase and then hear your voice next to the teacher?'?s,record voice,0.0,record your voice to your microphone ,1.0,record your voice to your microphone ,1.0,2
MICROPHONE,audio recording,app uses microphone to record your voice,0.4,app uses microphone to record your voice,0.4,you can record to the microphone and make a voice to the microphone,0.6,5
MICROPHONE,access microphone to have high quality phone calls,you can record voice,0.2,the app uses microphone of your device,1.0,the app uses microphone to record,0.2,5
MICROPHONE,Multimedia Notes - Enrich your tasks with pictures; videos and audio recordings,the app uses microphone to record your own voice,0.5,the app uses microphone permission to record your voice,1.0,record your microphone to your microphone,0.5,6
MICROPHONE,Enrich your to do list tasks by attaching pictures; videos and audio recordings,the application uses your microphone,0.75,this app uses microphone of your device you can record to your voice,0.5,the application uses your microphone,0.25,4
MICROPHONE,make free voice and video calls to your friends and family,you can record from the microphone,0.5,the app use microphone of your device microphone,0.6666666666666666,access your microphone,0.3333333333333333,6
MICROPHONE,support voice message,start record message via microphone support,0.6666666666666666,start record message via microphone support,0.6666666666666666,microphone access,0.0,3
MICROPHONE,talk to husky dog and he will repeat everything you say with a funny voice,you can use your device microphone,0.3333333333333333,you can use your device microphone,0.3333333333333333,the app record to the microphone,0.3333333333333333,3
MICROPHONE,you can apply voice recognition to see what you have talked; and also voice recording function to let you play back what you have spoken,external microphone and microphone,0.25,record microphone to your microphone,0.25,record microphone to your microphone,0.25,4
MICROPHONE,use microphone to measure noise,sound level detection by microphone,1.0,sound level detection by microphone,1.0,you can record to the microphone and make a voice to the microphone,1.0,6
MICROPHONE,add a voice note to quickly record meeting notes,the app uses microphone of your microphone,0.6,record microphone to your microphone,0.2,record microphone to your microphone,0.2,5
MICROPHONE,talk to santa claus and he will repeat everything you say with a funny voice,record voice,0.5,record with your microphone,0.5,record with your microphone,0.5,4
MICROPHONE,you can use the microphone to record a storybook by voice,the app uses microphone to record,0.75,you can record your voice with microphone,0.25,the app uses microphone to record,0.75,4
MICROPHONE,required to record audio through microphone,the app uses microphone to record your own voice,0.5,you can record to your microphone,0.25,you can record to your microphone,0.25,4
MICROPHONE,recording your voice,you can record from the microphone,0.75,the app record to the microphone,0.25,the app record to the microphone,0.25,4
MICROPHONE,listening to audio playbacks,the application uses your microphone,0.5,app uses your microphone from device,0.5,the application uses your microphone,0.5,4
MICROPHONE,our app listen to speech and type notes.,the app set set audio and microphone of you microphone,0.5,start listen to convert to text using microphone,0.75,the app set set audio and microphone of you microphone,0.5,4
MICROPHONE,record your music and share it,you can record record start record using microphone and microphone,0.2,record your voice to your microphone ,0.6,record your voice to your microphone ,0.6,5
MICROPHONE,access device microphone to have audio and video chat.,the app use microphone permission to record,0.2,microphone access,0.2,microphone access,0.2,5
MICROPHONE,send voice messages,recording use microphone send message,0.75,recording use microphone send message,0.75,you can record to your microphone,0.0,4
MICROPHONE,unlimited time to record screen and audio,the application will use microphone permission,0.6666666666666666,the application will use microphone permission,0.3333333333333333,the application will use microphone permission,0.3333333333333333,3
MICROPHONE,video chat; audio chat; instant messaging; this app makes instant messaging fun,the app uses microphone to record your voice,0.5,record your voice to your microphone ,0.5,record your voice to your microphone ,0.5,4
MICROPHONE,listen or talk back with built in microphone and speaker,microphone access,0,record your voice to your microphone ,0,record your voice to your microphone ,0,0
MICROPHONE,we collect your audio information,you can record voice,0.5,record with your microphone,0.75,record with your microphone,0.75,4
MICROPHONE,speak and he repeats what you say in his own funny voice,the application uses microphone and microphone,0.5,the app will use your microphone,0.75,the application uses microphone and microphone,0.25,4
MICROPHONE,record your own voice and apply effects,the app use can you can record with device microphone,0.25,you can use your microphone start record,0.5,you can record to the microphone and make a voice to the microphone,0.5,4
MICROPHONE,touch; you can listen to the car audio,this app uses microphone permission to record,0.4,access microphone of your device microphone,0.8,record your microphone to your microphone,0.0,5
MICROPHONE,place a business-quality video or voice-only call into a business from your android device,record voice,0.0,record microphone to your microphone,0.3333333333333333,record microphone to your microphone,0.3333333333333333,3
MICROPHONE,Our app needs access to device microphone.,microphone access,0.5,record to your microphone,0.16666666666666666,record to your microphone,0.16666666666666666,6
MICROPHONE,Light up the cigarette and start smoking. You need to blow into the microphone to smoke.,the app uses microphone permission,0.4,the app will use your microphone,0.6,the app uses microphone permission,0.4,5
MICROPHONE,Digital photographic images and audio clips from onboard cameras and microphones can be tagged to specific observations and locations.,this app use microphone you can take pictures and record using microphone of your device microphone,0.0,this app use microphone you can take pictures and record using microphone of your device microphone,0.0,the app record to the microphone,0.2,5
MICROPHONE,(Some) external microphone support.,the app will use your microphone,0.0,the app will use your microphone,0.0,access your microphone,0.6,5
MICROPHONE,This application allows you to record any audio using the microphone of your phone.,start record with microphone and microphone,0.25,record with your microphone,0.75,record with your microphone,0.75,4
MICROPHONE,Allows the APP to make Recordings using the microphone.,you can record your voice with microphone,0.6666666666666666,you can record your voice with microphone,0.6666666666666666,record your microphone to your microphone,0.6666666666666666,6
MICROPHONE,This app supports voice recording,this app use microphone to microphone to record your own voice,0.0,you can record use microphone of your device microphone,0.25,you can record to the microphone and make a voice to the microphone,0.75,4
MICROPHONE,This application implements microphone function to take videos.,this application uses microphone and microphone,0.4,the app uses your microphone to record video,0.2,this application uses microphone and microphone,0.8,5
MICROPHONE,Speech to text is so efficient and easy. Simply click the microphone and start recording,you can record your voice with microphone,0,you can record your voice with microphone,0,you can record your voice with microphone,0,0
MICROPHONE,This app uses Administrator Permissions; the features require authorization by the user to access the camera and microphone controls.,the app will use your microphone,1.0,the app will use your microphone,1.0,start listening the app uses microphone,0.3333333333333333,3
MICROPHONE,You can record Your practice with Your device?'?s microphone.,the app uses microphone permission,0.6666666666666666,record your practice you can record your practice via microphone,0.3333333333333333,the app uses microphone permission,0.6666666666666666,3
MICROPHONE,Blow into the microphone to raise the bubble. Set the microphone sensitivity to your blows.,the app uses microphone,0.5,the app uses microphone,0.5,the app uses microphone,0.5,4
MICROPHONE,Scream into your phone's microphone to make the rocket "jump".,the app uses microphone permission,1.0,app will access your microphone,0.0,the app uses microphone permission,1.0,1
MICROPHONE,Record sound clip - Lockwatch will record a 20 second audio clip using the phone's microphone.,this app cann record audio sound using microphone,0,this app cann record audio sound using microphone,0,this app cann record audio sound using microphone,0,0
MICROPHONE,It allows you to record in different formats and extensions (.3gp; .mp4; .m4a; .amr) via bluetooth and via built-in microphone.,record voice,0.0,the app record to the microphone,0.6,the app record to the microphone,0.6,5
MICROPHONE,Echo button grant access to microphone for the echo function (since you press echo camera button may not work in some models until you restart the app; because permissions to access microphone simultaneously are disabled in some models and android versions).,this app use microphone to microphone to record your own voice,0.6666666666666666,this app uses microphone to record audio,0.6666666666666666,record to your microphone,0.3333333333333333,3
MICROPHONE,The app streams audio over your local network allowing anyone with a smartphone to use it as a wireless microphone.,the app use microphone of your device,0.5,the app use microphone of your device,0.5,the app use microphone of your device,0.5,4
MICROPHONE,CUSTOM in this option you can create your own card sets using text notes; pictures; videos and you can use your microphone to use your voice like a card.,the app uses your microphone to record your voice,0.4,the application uses your microphone,0.2,the application uses your microphone,0.2,5
MICROPHONE,This application allow you to use the microphone of your phone as a sound level meter.,sound measure microphone use,0.6,sound measure microphone use,0.6,sound measure microphone use,0.6,5
MICROPHONE,(some) external microphone support,this app use microphone to microphone to record your own voice,0.0,the app can use microphone of your microphone,1.0,this app use microphone to microphone to record your own voice,0.0,3
MICROPHONE,(some) external microphone support,record microphone support,0.6666666666666666,record microphone support,0.6666666666666666,record microphone support,0.6666666666666666,3
MICROPHONE,(some) external microphone support,this app will use your microphone,3.0,this app will use your microphone,3.0,record your microphone to your microphone,2.0,6
MICROPHONE,(some) external microphone support,record your voice to your microphone ,0.3333333333333333,record microphone support,1.0,record your voice to your microphone ,0.3333333333333333,3
MICROPHONE,(some) external microphone support,record voice,0.0,record microphone to your microphone,0.4,record microphone to your microphone,0.4,5
MICROPHONE,(some) external microphone support,the app can use microphone of your microphone,0.5,the app can use microphone of your microphone,0.5,the app can use microphone of your microphone,0.5,4
MICROPHONE,Counts with microphone if the preset noise level exceeds the preset threshold,the application uses your microphone,0.5,the application uses your microphone,0.25,the application uses your microphone,0.25,4
MICROPHONE,The app has a sound meter mode that analyzes sound using the microphone.,set set audio with device microphone and microphone,0.3333333333333333,you can record audio from the microphone,1.0,set set audio with device microphone and microphone,0.3333333333333333,6
MICROPHONE,If you use the voice recognition feature of the app; the "allow to record audio" permission is required so you can speak the commands into the microphone.,the application use microphone and your microphone,0.25,you can record your voice using microphone of your device microphone,1.0,record with your microphone,0.5,4
MICROPHONE,Smartphones microphone to measure the sound pressure level.,the app uses your microphone to start to record,0.6666666666666666,the app uses your microphone to start to record,0.6666666666666666,set set audio with device microphone and microphone,0.3333333333333333,3
MICROPHONE,Click on that microphone and microphone turns green When it is green you can start speaking; In return keyboard will type your voice,start listening the app uses microphone,0.4,start listening the app uses microphone,0.2,start listening the app uses microphone,0.2,5
MICROPHONE,Not only the local bird variations but the microphone you use play a large part in identification. That said; by downloading; and defining the birds the app will be able to recognize many of the birds that you record.,you can use your microphone,0.3333333333333333,you can use your microphone,0.3333333333333333,access your microphone,0.6666666666666666,3
MICROPHONE,Tap the microphone button and Santa Claus repeat what you say.,the app use your microphone to record your own voice,1.0,you can record to the microphone and make a voice to the microphone,0.3333333333333333,you can record to the microphone and make a voice to the microphone,0.3333333333333333,3
MICROPHONE,vSilencer uses your device microphone to sense the environmental noise and alerts you when desired threshold level is reached,use microphone detect noise set alarm when threshold reached.,0.4,use microphone detect noise set alarm when threshold reached.,0.4,use microphone detect noise set alarm when threshold reached.,0.4,5
MICROPHONE,voice and call recorder for Android devices. Use it for record voice memos; talks; music and songs in high quality.,set set audio with device microphone and microphone,0.3333333333333333,record your voice to your microphone ,0.0,record your voice to your microphone ,0.0,3
MICROPHONE,Record using your phone's microphoneuse,you can record to the microphone and make a voice to the microphone,0.2,you can record audio from the microphone,0.8,you can record to the microphone and make a voice to the microphone,0.2,5
MICROPHONE,all audio input comes from your Android device's microphone. So; avoid using headphones when recording.,you can can start record using your microphone,0.8,this app will use microphone,0.0,the application uses your microphone,0.4,5
MICROPHONE,You can set the sensitivity of the microphone and the audio level in the menu. If the audio level is 0; the vibrator is used.,set set audio with device microphone and microphone,1.0,access your microphone,0.0,access your microphone,0.0,3
MICROPHONE,This kitchen timer; use the recorded voice as an alarm. Will be recorded and then hold the microphone button.,microphone access,0.5,record microphone support,0.75,microphone access,0.5,4
MICROPHONE,Use the on-screen fingerboard; or play your real instrument through the device's microphone.,the app uses microphone to record,0.3333333333333333,record your practice with microphone of your device,0.6666666666666666,the app uses microphone to record,0.6666666666666666,3
MICROPHONE,In simulation you can use finger to tap screen as a manual process and microphone as a breath simulation. On left part of screen you can show rate of heart massage. After 30 finger clicks you have to make breath twice (blow into microphone).,this app will use microphone,0.2,this app will use microphone,0.2,record with your microphone,0.4,5
MICROPHONE,Output the microphone input of the smartphone from the audio plug. Also at the same time recording.,the application uses microphone and microphone,0.6666666666666666,you can record to use microphone,0.0,the application uses microphone and microphone,0.6666666666666666,3
MICROPHONE,Record sound from your microphone.,the app uses microphone of your microphone,0.6666666666666666,you can record your voice using your microphone,0.6666666666666666,the app record to the microphone,0.3333333333333333,3
MICROPHONE,Mic Studio app can make a records by a mobile microphone,the app use your microphone to record your own voice,0.25,record using microphone,1.0,record microphone to your microphone,0.25,4
MICROPHONE,To open all the doors and to comlete the game you also need a complete utilization of your device features and sensors (accelerometer; microphone and more).,record microphone and microphone,0.25,you can record to the microphone and make a voice to the microphone,0.5,you can record to the microphone and make a voice to the microphone,0.5,4
MICROPHONE,The application functions by picking up sounds using the smart devices microphone then notifying through on screen notifications; vibrations; and flashing lights on your smart device.,you can use microphone to record your voice,0.6666666666666666,you can use microphone to record your voice,0.6666666666666666,the app uses microphone to record,0.3333333333333333,6
MICROPHONE,Sound Meter [dB Save] it is displayed in dB using the built-in microphone of the mobile phone apps and shows the amount of ambient noise in decibels. And this app will help you measure the noise of everyday life with easy-to-use.,the app can use the microphone and you can record voice,0,the app can use the microphone and you can record voice,0,record your voice to your microphone ,0,0
MICROPHONE,You can use it as a regular dictaphone for record voice notes and memos; speeches; business meetings; interviews; lectures; concerts or anything else!,you can record to the microphone and make a voice to the microphone,1.0,this app will use microphone,0.2,you can record to the microphone and make a voice to the microphone,1.0,5
MICROPHONE,Setup Visual Hearing Aid; add on a microphone; and stop wondering if you got the order right.,this app set audio and audio with device microphone,0.5,this app set audio and audio with device microphone,1.0,this app set audio and audio with device microphone,1.0,4
MICROPHONE,Access microphone,record microphone and microphone,0.25,microphone access,1.0,microphone access,1.0,4
MICROPHONE,Voice Commands provides the most comfortable way to start navigation. You don't have to type destination on keyboard; just say the address. Favorite addresses can be saved as shortcut commands. Then just click microphone button and say for example "home".,the app uses microphone of your microphone,0.2,the app can use the microphone and use the microphone record your voice,1.0,the app uses microphone of your microphone,0.2,5
MICROPHONE,Use microphone rights to measure the strength of the sound.,the app uses microphone to record,0.3333333333333333,the app uses microphone to record,0.6666666666666666,the app uses microphone to record,0.6666666666666666,3
MICROPHONE,Speak to text or audio to text keyboard has a simple mechanism to work; just tap on microphone and start speaking what you need to write and it will change to text by voice; after you are done it will convert it into text,the app uses microphone permission,0.3333333333333333,the app uses microphone permission,0.3333333333333333,the app uses microphone permission,0.3333333333333333,3
MICROPHONE,This app will use the phone microphone to measure environmental noise decibels (dB) and show a value for reference.,the app record to the microphone,0.0,access your microphone to measure sound level alert reached reference,1.0,the app record to the microphone,0.0,3
MICROPHONE,Tap and hold the microphone till you speak and release microphone when you are done speaking.,you can record to your microphone,0.4,you can use microphone of your microphone to record your voice,1.0,you can record to your microphone,0.4,5
MICROPHONE,You can record your voice in high quality.,record your voice from the microphone,0,record your voice from the microphone,0,you can record to the microphone and make a voice to the microphone,0,0
