Permission,Original Description,Synthesized Descritpion 1,Semantic Rating,Syntax rating,Length rating,Synthesized Descritpion 2,Semantic Rating,Syntax rating,Length rating
LOCATION,Find the best bars When you open the app; we will ask for permission for Tappear to locate you,access location and gps data,3,5,3,the app uses your location and gps,5,5,3
LOCATION,Utilize GPS to get one-touch access and directions to ATM and banking center locations,find nearby locations based on your current location,4,5,4,access location and gps,4,3,3
LOCATION,Location: Access by checking the customer's location to deliver the information available in the shops,the app uses locationa and gps to find your location,3,5,3,the app can use your location and gps,3,5,3
LOCATION,Man overboard function that saves all necessary information on one and the same screen in your camera roll as emergency numbers; coordinates; map image of the current GPS position,access gps and location,4,4,3,the app use your location on the map,3,5,3
LOCATION,Find locations near you that offer Vipassana Meditation courses ,find your current location and get your nearby locations,5,4,5,access gps data,3,5,3
LOCATION,Use our mobile app to:-	Find bicycles using map-,use the map to find your current location,3,5,4,this app can use your location and gps data,3,4,5
LOCATION,lets you share your location with the people you choose for the length of time you set,access gps and location,3,5,3,the app uses your current gps location,4,5,3
LOCATION,View events around you via GPS location,find nearby events based on your current location and gps,3,4,4,gps location,4,4,3
LOCATION,find homes based on your current location,find nearest location based on your location,4,4,5,the app use your location on the map,3,5,3
LOCATION,Weathood is a simple weather app which will use your device GPS to detect your location and bring rich weather service,get weather nearby based on location data,5,5,5,access gps data,3,3,3
LOCATION,find nearby stores to place a perscription refill request,find nearest location based on your current location,4,4,4,find the nearest location with your location,5,4,4
LOCATION,Lat Long Calc is a GPS tool that converts latitude/longitude coordinates to different formats and calculates distance and direction between two points,the app uses gps data and location,2,4,2,this app uses your location to gps,3,3,3
LOCATION,Location: Access by checking the customer's location to deliver the information available in the shops,find your current location,3,4,3,this app can use your location and gps data,3,5,3
LOCATION,It is designed to provide live; relevant information for the FY2018 event; including location-based content,find nearby events based on your location and your current location,4,3,4,access location and gps,4,4,3
LOCATION,GPS Distances to the Front; Middle; Back of the Green,access gps data,3,3,2,find the nearest location with your location,3,3,4
LOCATION,Installing WiaTag on your mobile device provides you with a possibility to control its location or view tracks of movement using the interface of monitoring system !,the app uses location and gps information,3,5,3,access location and gps,3,3,3
LOCATION,Our GPS vehicle tracking devices offer worldwide GPS satellite coverage with nationwide customer sales and service network,track your location based on real time location map,4,4,3,you can track your location with gps,3,5,3
LOCATION,With the help of GPS the taxi companies can easily track the Taxi movements,this app uses gps to track your current location,4,5,4,track your location with gps,4,4,2
LOCATION,Thanks to the geolocation you can buy the product you need as close as possible,the app use gps data of your device,3,5,3,gps location,3,2,2
LOCATION,Lookup Sexy Singles using our GPS matching system,access location and gps data,3,5,3,you can use location on the map,3,5,4
LOCATION,Here; current location of user automatically send along with all visit,find your current location and share it with friends,4,5,4,the app uses your current gps location,3,5,3
LOCATION,Location: Access by checking the customer's location to deliver the information available in the shops,get your location and you can share your location with your friends,3,4,4,access location and gps,3,5,3
LOCATION,Professional near you(based on your geolocation; the nearest professionals will be shown),find your location and get nearby events locations,4,4,3,the app uses your location to provide you to track in locations,3,4,4
LOCATION,Book a taxi using the phone's built in GPS to determine your pickup point,find your current location using gps data,5,4,4,the app uses your location and location gps gps gps,3,1,3
LOCATION,Place markers on the map to track mushrooms that you have found,the app use gps data of your device,3,5,3,this app uses your location to gps,3,5,3
LOCATION,Location: Access by checking the customer's location to deliver the information available in the shops,find your current location,4,5,3,the app uses your current gps location,4,5,3
LOCATION,Other helpful information includes GPS directions,access location and gps data,4,5,5,access location and gps,3,4,4
LOCATION, nearby radio streams on a map,find your current location on the map,3,4,4,you can use location on the map,3,5,4
LOCATION,one can locate points of interest such as attractions of a utilitarian content; monuments; museums; universities; hospitals; etc; within a radius of 30 km from the location point that your device determines,find your current location to get nearby locations,5,4,4,this app uses your location to gps,3,3,3
LOCATION, Each tour with photos; an important selection of points of interest geolocalized on the map,the app uses gps map and to get locations,3,3,3,you can use location on the map,4,5,3
LOCATION,See Nearby malls offer you don?'?t want to miss as per your location,find your location to get nearby events and locations,5,4,4,find the nearest location displays your current location,4,4,4
LOCATION,Driving directions from your location,find your current location on the map,3,5,4,the app uses your current gps location,5,5,5
LOCATION,access gps,access gps data and location,5,5,4,gps location,3,2,5
LOCATION,You can select the service (Cleaning; Public Lighting; gardens; etc); type of incident to report; locate it through GPS your terminal,access location and gps information,3,4,3,find the nearest location displays your current location,3,4,3
LOCATION,Location: Access by checking the customer's location to deliver the information available in the shops,find your current location,4,5,3,access location and gps,3,3,3
LOCATION,you can easily map all the latest jobs near your current location,use the map to get your current location,4,5,4,you can use location on the map,4,5,3
LOCATION,Some of the functionality features include GPS enabled directions,access gps data,3,4,3,gps location,3,2,2
LOCATION,Thanks to the GPS section; you will see all bars microbrew that is around you and get directions for how to get there,find nearest locations based on your current location and gps,5,4,3,the app uses your current gps location,3,5,3
LOCATION,After the complete search; the APP will show what is the distance to be traveled; and the route can be traced on the GPS connected to the application,access location and gps data,3,5,3,gps location,3,2,2
LOCATION,Quickly find the best gas prices nearby and tab to get direction,find your current location to get nearby location and service,4,5,5,access location and gps,4,3,3
LOCATION,The main purpose of Location Based services is to provide information to customers based on the knowledge of phone locations,you can get your current location based on gps,3,5,3,find the nearest location with your location,3,3,2
LOCATION,The Android app also:- captures GPS/geo-coordinates of the scan/tap and sends it with the rest of the data,access location and gps data,4,4,3,the app use your location gps data,3,5,3
LOCATION,Search and call for nearest Ambulance during an emergency or for a planned transfers,find the nearest locations based on your current location,3,5,4,gps location,3,2,2
LOCATION,Smartly detects your actual position; through GPS data and other information,find your current location using gps data,4,5,5,find the nearest location displays your current location,3,4,4
LOCATION,Your location will be taken automatically using GPS,find your current location based on gps,5,4,4,the app use your location gps data,5,5,5
LOCATION,Application is capable of collecting GPS; photos and videos,access location and gps data,3,5,3,you can use your location and share it,3,4,5
LOCATION,Electronic visit verification by recording location through GPS,you can track your location with gps data,4,5,5,access location and gps,3,4,3
LOCATION,Map and GPS tracking supported,track your location based on real time location map,5,4,4,the app uses your current gps location,3,5,4
LOCATION,GPS location tracker,you can track your current location on the map with gps,5,5,3,the app uses your gps,4,4,3
LOCATION,Maps: Search campus buildings by name; pinpoint them on the map; and see their location relative to your own,use the gps map to find your current location,4,4,4,track your location with gps,2,5,3
LOCATION,App determines your locations; finds available drivers; lets you know when they arrive,find your current location,3,5,3,you can use location on the map,4,5,3
LOCATION,Maps & Directions: Search for Atrium Health facilities and get driving directions,the app uses location and gps,3,5,3,the app use your location gps data,2,5,4
LOCATION,As you move around your city or travel to other areas; your SIT news feed updates to reflect service provider reviews near your geographical location,find your current location to get nearby locations,4,4,3,find the nearest location displays your current location,3,4,3
LOCATION,We process your geolocation information in order to provide you with offers and/or promotions which are based on your location,find your current location based on gps,3,5,3,access location and gps,4,3,3
LOCATION,GPS enabled to find whats nearby; plus an itinerary builder to plan your visit,find your location and get nearby events locations,4,5,5,the app uses your current gps location,4,5,3
LOCATION,GPS bus tracking system help  parents to see that where the bus is and  he or she is safe,track your location based on real time location map,4,4,4,this app uses your location to gps,3,3,4
LOCATION,GPS access,access gps data,5,5,5,access location and gps,5,3,4
LOCATION,Packed with photos and map locations,find your current location,4,5,5,the app uses your gps,4,4,4
LOCATION,Find a Smashburger closest to your location,find nearest locations based on your current location,4,5,5,you can use your location and share it,3,5,5
LOCATION,Campus Maps whether you are new or familiar with the campus all of our landmarks are detailed so you need never miss a class or meeting,find your current location and share your location,4,4,4,find the nearest location displays your current location,3,4,3
LOCATION,a new user interface and user targeted content based on the different migration stages and current location of migrant workers,track your location based on gps and location,3,4,2,this app uses your location to gps,3,2,3
LOCATION,Receive live notifications about your driver's status; track your driver on a map; and call the driver directly from the app,you can track your current location on the map with gps,4,5,4,the app uses your current gps location,3,5,3
LOCATION,receive push notifications on news; events and sometimes adverse weather ,use the weather app to find your current location,2,4,4,you can use location on the map,3,5,3
LOCATION,Access your itineraries; view pictures of available salons; and get directions to your listing,find nearest locations based on your location and gps,4,4,4,gps location,3,4,2
LOCATION,Each route includes maps to guide between different points; images; audio descriptions and GPS function,find your current location on the map,3,5,3,the app uses your gps,4,5,3
LOCATION,Also included is a Dealer Locator with GPS search functionality and contact information for Mercedes-Benz Financial Services,access location and gps data,3,3,2,this app uses your location to gps,3,2,3
LOCATION,Search & Navigate for service centers like garages and tire shops,find your current location to get nearby locations and service,5,4,5,the app uses your gps,3,5,3
LOCATION,Location: Approaches to communicate the store's valid information by checking customer location,find your current location,3,5,4,you can use location on the map,3,5,3
LOCATION,This app lets you record your trips and plot your location in real time on the Startrack server,track your location based on real time location map,5,4,3,access location and gps,3,5,3
LOCATION,Allows fast switching wifi or gps on/off,this app access location and gps data,3,5,4,this app uses your location to gps,3,3,4
LOCATION,GPS Location tag your photo,you can save your photo with gps location data,5,5,4,the app uses your location to provide you to track in locations,3,5,4
LOCATION,It also take gps to send location of perticular place of complaint,access gps data,3,5,3,the app uses your current gps location,4,4,2
LOCATION,access current location,find your current location,5,3,5,the app uses gps location,4,5,4
LOCATION,Use our locator to find the closest Fred Meyer store or fuel center,get nearest locations based on your current location,5,4,4,this app uses your location to gps,3,3,4
LOCATION,Car Finder helps to locate your car through GPS,find your car location with gps data,5,5,5,you can use location on the map,4,5,4
LOCATION,Update beacons firmwareThe app works with the Proximity Beacons; Location Beacons; Location Beacons with UWB; Mirror; and Stickers,access location and gps,3,4,2,access location and gps,3,5,3
LOCATION,Accurate prayer times based on your location,use location to find your current location and get time,4,5,5,the app use your location gps data,3,5,4
LOCATION,Find discounts and deals from several establishments in the city or in your neighbourhood,find your current location to get nearby location and service,4,4,4,the app uses your current gps location,3,5,3
LOCATION,Find the nearest location; order through the app & unlock freebies,find nearest locations based on your current location,5,4,4,the app uses gps location,3,5,3
LOCATION,It's a safety and tracking solution for groups using LoRa and GPS technology,access location and gps information,3,5,3,track your location on the map,3,4,3
LOCATION,GPS-enabled maps that work without a cell/wifi connection and can be custom edited and annotated,the app uses location and gps information,3,5,3,the app uses your location to provide you to track in locations,4,4,4
LOCATION,Share stored addresses; current location; phone numbers and email ids with one click,find your current location and share it with friends,5,5,5,the app uses your location and location gps gps gps,4,3,4
LOCATION,Use the GPS facility map to search and find parking; the nearest restroom; food; merchandise; and more,use the gps map to find your location and send your location,3,5,4,the app uses gps location,4,5,3
LOCATION,Discover best local salons near you,find nearest locations based on your current location,5,4,4,find the nearest location displays your current location,4,4,4
LOCATION,Car Finder helps to locate your car through GPS,track your location with gps data,4,5,4,the app use your location gps data,4,5,5
LOCATION,It comes with detailed walk route maps and powerful navigation features,use the map to find your location,4,5,4,the app uses your current gps location,3,5,4
LOCATION,See your location on the map with nearby incidents,find your current location to get nearby locations on the map,4,5,5,gps location,3,2,2
LOCATION,Unlike other weather apps; you'll get a local forecast that is customized for you,open the weather map based on your current location,5,4,4,you can use location on the map,3,5,3
LOCATION,This mode is used as loudspeaker; megaphone or microphone. Touch the Start button in the first mode. Speaking into the lower part microphone ,the app uses microphone to record your voice,4,5,3,track your location on the map,1,5,3
MICROPHONE,this top app supports recorded speech with high quality audio; smart sermon; voice notes; prayers and personal recordings ,you can use to record with device microphone,5,5,3,the app uses microphone permission,3,5,3
MICROPHONE,This application allows you to control latest Home Audio and Home Speaker devices,this app uses microphone permission to record your voice,3,5,5,the app use your microphone to record your own voice,3,5,3
MICROPHONE,use audio input such as the microphone,you can record your voice with device microphone,4,5,5,external microphone support and microphone,4,3,5
MICROPHONE,Microphone: Used to provide recording function,this app uses microphone permission to record audio data,4,5,5,the app uses your microphone of your microphone,4,4,4
MICROPHONE,This app uses the microphone to detect sound and convert it into an SPL value FOR INDICATION ONLY,app uses microphone of your device and measure sound level,4,5,5,you can record from the microphone,3,5,3
MICROPHONE,detect the pitch of notes that picked up by a microphone; and it displays the difference from the fine pitch,app uses your microphone,4,4,2,you can record voice,3,5,3
MICROPHONE,record sound from microphone,record your voice from the microphone,4,5,5,app uses your microphone,4,5,4
MICROPHONE,detect human voices and start recording conversation.,external microphone support,3,2,3,this app uses microphone permission to record,3,5,4
MICROPHONE,laugh out loud at tom?'?s funny voice,app uses microphone of your device,3,5,5,the application uses microphone and your microphone,2,2,4
MICROPHONE,simply record yourself saying a phrase and then hear your voice next to the teacher?'?s,you can record your voice with microphone on your phone,3,4,4,record voice,4,4,2
MICROPHONE,audio recording,app uses microphone to record your voice,5,4,4,this app use microphone to microphone to record your own voice,5,2,4
MICROPHONE,access microphone to have high quality phone calls,the app uses microphone of your device,3,5,3,you can record voice,3,5,3
MICROPHONE,Multimedia Notes - Enrich your tasks with pictures; videos and audio recordings,the app uses microphone permission to record your voice,4,5,4,the app uses microphone to record your own voice,4,5,5
MICROPHONE,Enrich your to do list tasks by attaching pictures; videos and audio recordings,this app uses microphone of your device you can record to your voice,4,5,5,the application uses your microphone,3,5,3
MICROPHONE,make free voice and video calls to your friends and family,the app use microphone of your device microphone,3,4,5,you can record from the microphone,3,5,4
MICROPHONE,support voice message,start record message via microphone support,3,4,4,this application uses audio from your microphone,3,5,3
MICROPHONE,talk to husky dog and he will repeat everything you say with a funny voice,you can use your device microphone,4,5,3,you can record record start record using microphone and microphone,2,2,3
MICROPHONE,you can apply voice recognition to see what you have talked; and also voice recording function to let you play back what you have spoken,the app uses microphone to record audio,3,5,3,external microphone and microphone,3,3,3
MICROPHONE,use microphone to measure noise,sound level detection by microphone,5,4,5,start listening the app uses microphone,4,3,5
MICROPHONE,add a voice note to quickly record meeting notes,the app uses your microphone to record audio,4,5,4,the app uses microphone of your microphone,3,3,5
MICROPHONE,talk to santa claus and he will repeat everything you say with a funny voice,this app use microphone to record audio data,3,5,4,record voice,3,5,3
MICROPHONE,you can use the microphone to record a storybook by voice,you can record your voice with microphone,3,5,3,this app start to start listening microphone to your microphone,4,4,5
MICROPHONE,required to record audio through microphone,the app uses microphone to record your voice,5,5,5,the app uses microphone to record your own voice,5,5,5
MICROPHONE,recording your voice,start record from your microphonne,5,5,5,you can record from the microphone,5,5,4
MICROPHONE,listening to audio playbacks,app uses your microphone from device,3,5,3,this app use microphone to microphone to record your own voice,3,2,4
MICROPHONE,our app listen to speech and type notes.,start listen to convert to text using microphone,5,4,5,the app set set audio and microphone of you microphone,2,2,3
MICROPHONE,record your music and share it,use your microphone to record share with friend,5,3,5,you can record record start record using microphone and microphone,3,2,3
MICROPHONE,access device microphone to have audio and video chat.,use device microphone start chat via audio,5,4,5,the app use microphone permission to record,3,5,3
MICROPHONE,send voice messages,recording use microphone send message,4,3,4,microphone access,3,2,2
MICROPHONE,unlimited time to record screen and audio,you can use microphone to record audio,5,5,5,the application will use microphone permission,3,5,3
MICROPHONE,video chat; audio chat; instant messaging; this app makes instant messaging fun,this app will use microphone permission,4,5,3,the app uses microphone to record your voice,4,5,3
MICROPHONE,listen or talk back with built in microphone and speaker,app use your microphone of device,3,4,4,microphone access,3,2,2
MICROPHONE,we collect your audio information,the app uses microphone to record audio,4,5,5,you can record voice,4,5,4
MICROPHONE,speak and he repeats what you say in his own funny voice,the app will use your microphone,4,5,3,the application uses microphone and microphone,3,4,4
MICROPHONE,record your own voice and apply effects,you can use your microphone start record,4,3,5,the app use can you can record with device microphone,4,5,4
MICROPHONE,touch; you can listen to the car audio,access microphone of your device microphone,2,4,5,this app uses microphone permission to record,3,5,5
MICROPHONE,place a business-quality video or voice-only call into a business from your android device,the app will use your microphone,3,5,3,record voice,2,4,3
MICROPHONE,Our app needs access to device microphone.,the app will use device microphone,5,5,4,microphone access,5,5,5
MICROPHONE,Light up the cigarette and start smoking. You need to blow into the microphone to smoke.,the app will use your microphone,3,5,3,the app uses microphone permission,3,5,3
MICROPHONE,Digital photographic images and audio clips from onboard cameras and microphones can be tagged to specific observations and locations.,this app use microphone you can take pictures and record using microphone of your device microphone,2,3,4,microphone access,3,5,3
MICROPHONE,(Some) external microphone support.,the app will use your microphone,5,5,4,record voice,4,5,4
MICROPHONE,This application allows you to record any audio using the microphone of your phone.,you can use your microphone of you microphone to record audio,4,3,4,start record with microphone and microphone,4,3,4
MICROPHONE,Allows the APP to make Recordings using the microphone.,you can record your voice with microphone,4,5,5,the app use your microphone to record your own voice,5,4,5
MICROPHONE,This app supports voice recording,you can record use microphone of your device microphone,4,3,3,this app use microphone to microphone to record your own voice,4,4,4
MICROPHONE,This application implements microphone function to take videos.,the app uses your microphone to record video,4,5,5,this application uses microphone and microphone,2,4,4
MICROPHONE,Speech to text is so efficient and easy. Simply click the microphone and start recording,you can record your voice with microphone,4,5,4,you can record voice,4,5,4
MICROPHONE,This app uses Administrator Permissions; the features require authorization by the user to access the camera and microphone controls.,the app will use your microphone,4,5,4,start listening the app uses microphone,3,4,3
MICROPHONE,You can record Your practice with Your device?'?s microphone.,record your practice you can record your practice via microphone,4,3,5,the app uses microphone permission,4,5,4
MICROPHONE,Blow into the microphone to raise the bubble. Set the microphone sensitivity to your blows.,the app uses microphone,3,5,3,the application uses microphone permission,3,5,3
MICROPHONE,Scream into your phone's microphone to make the rocket "jump".,app will access your microphone,3,5,3,the app uses microphone permission,4,5,3
MICROPHONE,Record sound clip - Lockwatch will record a 20 second audio clip using the phone's microphone.,this app cann record audio sound using microphone,5,5,4,microphone access,3,5,3
MICROPHONE,It allows you to record in different formats and extensions (.3gp; .mp4; .m4a; .amr) via bluetooth and via built-in microphone.,app uses microphone to record,5,5,3,record voice,4,5,4
MICROPHONE,Echo button grant access to microphone for the echo function (since you press echo camera button may not work in some models until you restart the app; because permissions to access microphone simultaneously are disabled in some models and android versions).,this app uses microphone to record audio,3,5,3,this app use microphone to microphone to record your own voice,3,4,4
MICROPHONE,The app streams audio over your local network allowing anyone with a smartphone to use it as a wireless microphone.,the app uses your microphone to record your voice,4,5,3,the app use microphone of your device,3,5,3
MICROPHONE,CUSTOM in this option you can create your own card sets using text notes; pictures; videos and you can use your microphone to use your voice like a card.,this app need access to device microphone record voice using microphone,4,4,3,the app uses your microphone to record your voice,3,5,3
MICROPHONE,This application allow you to use the microphone of your phone as a sound level meter.,sound measure microphone use,4,4,4,you can can start record using your microphone,2,4,4
MICROPHONE,(some) external microphone support,the app can use microphone of your microphone,4,2,4,this app use microphone to microphone to record your own voice,3,2,4
MICROPHONE,(some) external microphone support,record microphone support,4,3,4,microphone access,5,5,5
MICROPHONE,(some) external microphone support,this app will use your microphone,5,5,5,the app set set audio and microphone of you microphone,1,1,4
MICROPHONE,(some) external microphone support,record microphone support,4,3,5,this app set audio and audio with device microphone,4,3,4
MICROPHONE,(some) external microphone support,app can use microphone permission to record audio,5,5,4,record voice,2,2,3
MICROPHONE,(some) external microphone support,the app can use microphone of your microphone,4,2,5,you can record voice,3,4,4
MICROPHONE,Counts with microphone if the preset noise level exceeds the preset threshold,use microphone detect noise set alarm when threshold reached.,5,4,4,the application uses your microphone,3,5,3
MICROPHONE,The app has a sound meter mode that analyzes sound using the microphone.,you can record audio from the microphone,4,4,4,set set audio with device microphone and microphone,2,3,4
MICROPHONE,If you use the voice recognition feature of the app; the "allow to record audio" permission is required so you can speak the commands into the microphone.,you can record your voice using microphone of your device microphone,4,4,4,the application use microphone and your microphone,3,4,3
MICROPHONE,Smartphones microphone to measure the sound pressure level.,the app uses your microphone to start to record,3,3,4,set set audio with device microphone and microphone,2,3,5
MICROPHONE,Click on that microphone and microphone turns green When it is green you can start speaking; In return keyboard will type your voice,press green button microphone will record using microphone from your device,4,3,4,start listening the app uses microphone,3,3,5
MICROPHONE,Not only the local bird variations but the microphone you use play a large part in identification. That said; by downloading; and defining the birds the app will be able to recognize many of the birds that you record.,you can use your microphone,3,5,3,this app set audio and audio with device microphone,2,4,3
MICROPHONE,Tap the microphone button and Santa Claus repeat what you say.,you can record audio from the microphone,3,4,4,the app use your microphone to record your own voice,3,5,3
MICROPHONE,vSilencer uses your device microphone to sense the environmental noise and alerts you when desired threshold level is reached,use microphone detect noise set alarm when threshold reached.,4,4,5,the application will use microphone permission,3,5,3
MICROPHONE,voice and call recorder for Android devices. Use it for record voice memos; talks; music and songs in high quality.,record microphone support use microphone of your device,4,3,4,set set audio with device microphone and microphone,3,3,3
MICROPHONE,Record using your phone's microphoneuse,you can record audio from the microphone,5,5,5,the app use your microphone to record your own voice,4,5,5
MICROPHONE,all audio input comes from your Android device's microphone. So; avoid using headphones when recording.,this app will use microphone,3,5,3,you can can start record using your microphone,3,3,3
MICROPHONE,You can set the sensitivity of the microphone and the audio level in the menu. If the audio level is 0; the vibrator is used.,access device microphone you can record to use microphone,3,3,4,set set audio with device microphone and microphone,2,2,3
MICROPHONE,This kitchen timer; use the recorded voice as an alarm. Will be recorded and then hold the microphone button.,record microphone support,4,3,3,microphone access,3,5,3
MICROPHONE,Use the on-screen fingerboard; or play your real instrument through the device's microphone.,record your practice with microphone of your device,5,4,4,the app uses microphone to record,3,5,4
MICROPHONE,In simulation you can use finger to tap screen as a manual process and microphone as a breath simulation. On left part of screen you can show rate of heart massage. After 30 finger clicks you have to make breath twice (blow into microphone).,this app will use microphone,4,5,2,this app set audio and audio with device microphone,1,2,3
MICROPHONE,Output the microphone input of the smartphone from the audio plug. Also at the same time recording.,you can record to use microphone,4,5,3,the application uses microphone and microphone,3,2,3
MICROPHONE,Record sound from your microphone.,you can record your voice using your microphone,5,5,5,the app uses microphone of your microphone,4,4,5
MICROPHONE,Mic Studio app can make a records by a mobile microphone,record using microphone,5,5,5,the app use your microphone to record your own voice,5,5,5
MICROPHONE,To open all the doors and to comlete the game you also need a complete utilization of your device features and sensors (accelerometer; microphone and more).,this app will use microphone,3,5,3,record microphone and microphone,3,2,3
MICROPHONE,The application functions by picking up sounds using the smart devices microphone then notifying through on screen notifications; vibrations; and flashing lights on your smart device.,you can use microphone to record your voice,3,5,4,the application uses microphone permission,3,5,3
MICROPHONE,Sound Meter [dB Save] it is displayed in dB using the built-in microphone of the mobile phone apps and shows the amount of ambient noise in decibels. And this app will help you measure the noise of everyday life with easy-to-use.,the app can use the microphone and you can record voice,3,4,3,record voice,3,2,2
MICROPHONE,You can use it as a regular dictaphone for record voice notes and memos; speeches; business meetings; interviews; lectures; concerts or anything else!,this app will use microphone,4,5,3,microphone access,3,5,3
MICROPHONE,Setup Visual Hearing Aid; add on a microphone; and stop wondering if you got the order right.,access microphone support,3,3,3,this app set audio and audio with device microphone,3,2,3
MICROPHONE,Access microphone,this app will use microphone,5,5,4,record microphone and microphone,4,2,4
MICROPHONE,Voice Commands provides the most comfortable way to start navigation. You don't have to type destination on keyboard; just say the address. Favorite addresses can be saved as shortcut commands. Then just click microphone button and say for example "home".,the app can use the microphone and use the microphone record your voice,3,3,3,the app uses microphone of your microphone,3,4,3
MICROPHONE,Use microphone rights to measure the strength of the sound.,the app use microphone of your device,3,5,3,the app uses microphone to record,2,5,4
MICROPHONE,Speak to text or audio to text keyboard has a simple mechanism to work; just tap on microphone and start speaking what you need to write and it will change to text by voice; after you are done it will convert it into text,you can record your voice with microphone of your device,5,5,3,the app uses microphone permission,3,5,3
MICROPHONE,This app will use the phone microphone to measure environmental noise decibels (dB) and show a value for reference.,access your microphone to measure sound level alert reached reference,5,5,4,you can use the microphone and microphone to start record,4,4,3
MICROPHONE,Tap and hold the microphone till you speak and release microphone when you are done speaking.,you can use microphone of your microphone to record your voice,5,4,4,microphone access,4,5,4
MICROPHONE,You can record your voice in high quality.,record your voice from the microphone,4,5,4,you can record voice,5,5,4
MICROPHONE,Record My Call has a basic purpose to record all your call,the app use microphone of your device to record audio,3,5,3,you can record voice,3,4,3
MICROPHONE,Select mp3/music from your mobile or Recordings,app use microphone of your microphone,4,4,5,microphone access,3,5,4
MICROPHONE,Microphone - Record audio from your microphone.,this app will use your microphone to record audio data,5,5,5,record microphone and microphone,3,2,5
MICROPHONE,Record audio from your microphone.,this app uses microphone permission to record audio data,5,5,4,the app use microphone permission to record,5,5,4
MICROPHONE,Audio test: microphone and call speaker (earpiece speaker),record microphone support,4,4,4,start to record with your microphone,4,5,4
MICROPHONE,Microphone live streaming from your Android device to any streaming music player. Capture sound from your microphone and stream it live,use your microphone you can stream record your voice,4,4,4,record voice,3,5,3
MICROPHONE,Option to take photo remotely by making a noise (e.g.; voice; whistle); or by voice command "cheese".,you can record your voice using microphone,3,5,4,external microphone and microphone,3,2,3
MICROPHONE,The app needs record audio permission to use the microphone for speech recognition.,this app will use your microphone,4,5,3,this app use microphone to microphone to record your own voice,3,2,3
MICROPHONE,Voice control calculator will automatically calculate what you say. It's very easy to use and very quick in calculating your voice.,app access microphone record your voice,3,4,3,the application will use microphone of your microphone,3,2,3
MICROPHONE,It is a simple voice recorder. To use this application; you need permission to use storage and microphone audio,this app access device microphone you can to record your voice,4,5,4,the app use microphone permission to record,4,4,3
MICROPHONE,KangaROOS can control LED lights through the mobile phone APP to achieve patterns; text; graffiti; music rhythm; microphone rhythm function.,app need microphone permission,4,5,3,microphone access,3,5,3
MICROPHONE,Using voice to text Amharic keyboard; you can send voice text to all the messaging application on your phone.,app need microphone permission to record your voice,3,5,3,microphone access,3,2,2
MICROPHONE,Clicking on the microphone icon it will be possible to record the pronunciation of the word using your own voice.,this app uses microphone permission to record your voice,4,5,4,this application can use microphone to to start to record,4,3,4
MICROPHONE,It also detects the fundamental frequency of the audio (detected by microphone).,the app uses microphone to record audio,2,5,3,this application uses microphone permission,3,5,3
MICROPHONE,Our app uses microphone resource,record microphone support,4,3,2,record audio with the microphone,4,5,5
MICROPHONE,The application allows you to measure the actual sound pressure level; expressed in decibels; using the phone's microphone.,this app uses microphone on your device,3,5,3,record voice,2,3,2
MICROPHONE,In addition; since dB Meter uses the microphone integrated within your device; which was designed to record human voices; it may not be able to precisely measure very loud noises (> 90 dB).,this app uses microphone permission to record your voice,4,5,4,you can record voice,4,5,2
MICROPHONE,Record Video Calls; SMS chat; Phone Calls with just one click. Audio + Video Recording and HD Quality Available.,record audio data using microphone on your device,4,5,5,microphone access,3,2,2
MICROPHONE,You can record the practice on "Metrothm" with the smart-phone's microphone. So you can check the recorded practice. ,record practice with device microphone,5,4,3,you can use the microphone and your microphone,3,3,3
MICROPHONE,Children can record your voice and Santa Claus repeated that special message. Click the microphone and your voice is recorded. A papa noel then repeats what you've recorded.,the app uses microphone you can to use record your voice,3,3,3,record audio with the microphone,4,4,3
MICROPHONE,Video settings: resolution; frame rate; 4K UHD; external microphone support; video audio recording ,download and use your microphone,3,4,3,the app use your microphone to record your own voice,2,4,3
MICROPHONE,Play by just touching the screen or enable microphone control for the full experience.,record micophone support,2,3,3,this app use microphone to microphone to record your own voice,3,2,3
MICROPHONE,Use any audio input source for your video: built-in microphone; external (wired) microphone or wireless (Bluetooth) headset.,app need microphone permission to record your voice,4,5,4,external microphone and microphone support,5,3,3
MICROPHONE,Record voice notes; rehearsals; classes; memos ,this app uses your microphone to record your voice,3,5,4,app need microphone permission to record your voice,5,5,5
MICROPHONE,Hearing individuals speak into the microphone. Their speech is transcribed to text and displayed in the note pad.,app use microphone of your microphone to record audio,3,3,3,you can can use the microphone to start record,3,3,3
MICROPHONE,you can also record audio from the microphone and it is automatically mixed into the recording.,this app uses microphone permission to record audio data,4,5,4,the app use your microphone to record your own voice,3,5,4
MICROPHONE,Click on microphone and microphone turns green. In return keyboard will type your voice,press button to start record microphone,4,4,4,record voice,4,2,2
MICROPHONE,listen to the phone surrounding audio live through your phone's microphone; or take a remote record of microphone ,this app will use device microphone to record your voice,3,5,3,this app use microphone to microphone to record your own voice,3,2,2
MICROPHONE,The lights while recording will tell you how much noise your microphone is capturing.,you can measure sound level with microphone from your device microphone,4,4,5,the app uses microphone permission,4,5,3
MICROPHONE,For your audio ensure you are using a decent microphone and in area where you have no background noise.,app need microphone permission to record your voice,3,5,4,you can record voice,4,5,4
