Permission,Original Description,DecribeCtx-Ctx Descritpion,Semantic Rating,Syntax rating,Length rating,DecribeCtx Descritpion,Semantic Rating,Syntax rating,Length rating,Code2Vec Descritpion,Semantic Rating,Syntax rating,Length rating
LOCATION,Use the GPS facility map to search and find parking; the nearest restroom; food; merchandise; and more,the app uses gps location,3,5,3,use the gps map to find your location and send your location,3,5,4,access location and gps,3,5,3
LOCATION,Discover best local salons near you,find the nearest location displays your current location,4,3,4,find nearest locations based on your current location,4,5,4,the app use gps and location gps to get your current location,3,4,4
LOCATION,Car Finder helps to locate your car through GPS,the app use your location gps data,3,4,4,track your location with gps data,3,4,4,the app use your location gps data,3,4,4
LOCATION,It comes with detailed walk route maps and powerful navigation features,the app uses your current gps location,2,5,4,use the map to find your location,2,5,4,the app uses your current gps location,2,5,4
LOCATION,See your location on the map with nearby incidents,gps location,3,4,1,find your current location to get nearby locations on the map,4,5,4,the app use the gps and to the gps gps location,3,3,4
LOCATION,Unlike other weather apps; you'll get a local forecast that is customized for you,you can use location on the map,2,5,2,open the weather map based on your current location,2,5,4,access gps and gps data gps,2,3,2
LOCATION,This mode is used as loudspeaker; megaphone or microphone. Touch the Start button in the first mode. Speaking into the lower part microphone ,track your location on the map,2,5,1,the app uses microphone to record your voice,3,5,1,record with your microphone,2,4,1
MICROPHONE,this top app supports recorded speech with high quality audio; smart sermon; voice notes; prayers and personal recordings ,the app uses microphone permission,2,5,1,you can use to record with device microphone,2,4,2,the app uses microphone to record,3,5,1
MICROPHONE,This application allows you to control latest Home Audio and Home Speaker devices,the app use your microphone to record your own voice,3,5,4,this app uses microphone permission to record your voice,2,4,4,the app record to the microphone,2,4,4
MICROPHONE,use audio input such as the microphone,external microphone support and microphone,3,3,4,you can record your voice with device microphone,3,5,5,record to your microphone,3,5,3
MICROPHONE,Microphone: Used to provide recording function,the app uses your microphone of your microphone,4,3,4,this app uses microphone permission to record audio data,4,5,4,record your voice to your microphone ,4,4,5
MICROPHONE,This app uses the microphone to detect sound and convert it into an SPL value FOR INDICATION ONLY,you can record from the microphone,3,4,1,app uses microphone of your device and measure sound level,4,4,3,record your microphone to your microphone,3,3,1
MICROPHONE,detect the pitch of notes that picked up by a microphone; and it displays the difference from the fine pitch,you can record voice,2,5,1,app uses your microphone,3,5,1,microphone access,3,4,1
MICROPHONE,record sound from microphone,app uses your microphone,4,5,5,record your voice from the microphone,4,4,4,record your voice to your microphone ,4,4,4
MICROPHONE,detect human voices and start recording conversation.,this app uses microphone permission to record,4,4,4,external microphone support,2,4,4,this app uses microphone permission to record,4,4,4
MICROPHONE,laugh out loud at tom?'?s funny voice,the application uses microphone and your microphone,2,3,5,app uses microphone of your device,2,5,5,the application uses microphone and your microphone,2,3,5
MICROPHONE,simply record yourself saying a phrase and then hear your voice next to the teacher?'?s,record voice,3,4,1,you can record your voice with microphone on your phone,3,5,4,record your voice to your microphone ,3,4,2
MICROPHONE,audio recording,this app use microphone to microphone to record your own voice,3,3,1,app uses microphone to record your voice,3,5,1,you can record to the microphone and make a voice to the microphone,3,4,1
MICROPHONE,access microphone to have high quality phone calls,you can record voice,2,5,2,the app uses microphone of your device,3,5,5,the app uses microphone to record,3,5,4
MICROPHONE,Multimedia Notes - Enrich your tasks with pictures; videos and audio recordings,the app uses microphone to record your own voice,2,5,4,the app uses microphone permission to record your voice,2,5,4,record your microphone to your microphone,3,3,2
MICROPHONE,Enrich your to do list tasks by attaching pictures; videos and audio recordings,the application uses your microphone,2,5,2,this app uses microphone of your device you can record to your voice,2,4,5,the application uses your microphone,2,5,2
MICROPHONE,make free voice and video calls to your friends and family,you can record from the microphone,3,4,4,the app use microphone of your device microphone,3,4,4,access your microphone,3,4,3
MICROPHONE,support voice message,this application uses audio from your microphone,3,5,2,start record message via microphone support,4,4,4,microphone access,3,4,4
MICROPHONE,talk to husky dog and he will repeat everything you say with a funny voice,you can record record start record using microphone and microphone,2,2,4,you can use your device microphone,2,4,2,the app record to the microphone,2,4,2
MICROPHONE,you can apply voice recognition to see what you have talked; and also voice recording function to let you play back what you have spoken,external microphone and microphone,2,3,1,the app uses microphone to record audio,2,5,1,record microphone to your microphone,2,3,1
MICROPHONE,use microphone to measure noise,start listening the app uses microphone,4,2,5,sound level detection by microphone,5,5,5,you can record to the microphone and make a voice to the microphone,3,5,3
MICROPHONE,add a voice note to quickly record meeting notes,the app uses microphone of your microphone,3,3,4,the app uses your microphone to record audio,5,5,5,record microphone to your microphone,3,3,4
MICROPHONE,talk to santa claus and he will repeat everything you say with a funny voice,record voice,3,4,1,this app use microphone to record audio data,2,4,3,record with your microphone,2,4,1
MICROPHONE,you can use the microphone to record a storybook by voice,this app start to start listening microphone to your microphone,3,3,5,you can record your voice with microphone,5,4,4,the app uses microphone to record,4,5,3
MICROPHONE,required to record audio through microphone,the app uses microphone to record your own voice,4,5,4,the app uses microphone to record your voice,4,5,4,you can record to your microphone,4,3,5
MICROPHONE,recording your voice,you can record from the microphone,4,4,2,start record from your microphonne,3,4,3,the app record to the microphone,3,4,2
MICROPHONE,listening to audio playbacks,this app use microphone to microphone to record your own voice,2,3,2,app uses your microphone from device,2,4,4,the application uses your microphone,2,5,4
MICROPHONE,our app listen to speech and type notes.,the app set set audio and microphone of you microphone,3,2,4,start listen to convert to text using microphone,4,2,5,the app set set audio and microphone of you microphone,3,2,4
MICROPHONE,record your music and share it,you can record record start record using microphone and microphone,3,1,4,use your microphone to record share with friend,5,3,4,record your voice to your microphone ,3,4,5
MICROPHONE,access device microphone to have audio and video chat.,the app use microphone permission to record,3,4,4,use device microphone start chat via audio,4,4,4,microphone access,4,4,1
MICROPHONE,send voice messages,microphone access,2,4,4,recording use microphone send message,4,4,3,you can record to your microphone,2,5,2
MICROPHONE,unlimited time to record screen and audio,the application will use microphone permission,4,5,5,you can use microphone to record audio,4,5,5,the application will use microphone permission,4,5,5
MICROPHONE,video chat; audio chat; instant messaging; this app makes instant messaging fun,the app uses microphone to record your voice,2,4,3,this app will use microphone permission,2,4,3,record your voice to your microphone ,2,4,3
MICROPHONE,listen or talk back with built in microphone and speaker,microphone access,3,4,1,app use your microphone of device,3,4,3,record your voice to your microphone ,3,4,4
MICROPHONE,we collect your audio information,you can record voice,2,5,4,the app uses microphone to record audio,3,5,4,record with your microphone,2,4,4
MICROPHONE,speak and he repeats what you say in his own funny voice,the application uses microphone and microphone,2,3,2,the app will use your microphone,2,5,2,the application uses microphone and microphone,2,3,2
MICROPHONE,record your own voice and apply effects,the app use can you can record with device microphone,4,2,4,you can use your microphone start record,4,2,5,you can record to the microphone and make a voice to the microphone,4,5,4
MICROPHONE,touch; you can listen to the car audio,this app uses microphone permission to record,2,5,5,access microphone of your device microphone,2,3,4,record your microphone to your microphone,2,3,4
MICROPHONE,place a business-quality video or voice-only call into a business from your android device,record voice,3,4,3,the app will use your microphone,3,5,4,record microphone to your microphone,3,5,3
MICROPHONE,Our app needs access to device microphone.,microphone access,5,2,3,the app will use device microphone,5,5,5,record to your microphone,4,5,4
MICROPHONE,Light up the cigarette and start smoking. You need to blow into the microphone to smoke.,the app uses microphone permission,3,5,1,the app will use your microphone,3,5,2,the app uses microphone permission,3,5,1
MICROPHONE,Digital photographic images and audio clips from onboard cameras and microphones can be tagged to specific observations and locations.,microphone access,2,4,1,this app use microphone you can take pictures and record using microphone of your device microphone,2,3,5,the app record to the microphone,2,4,1
MICROPHONE,(Some) external microphone support.,record voice,2,4,2,the app will use your microphone,3,5,4,access your microphone,3,4,4
MICROPHONE,This application allows you to record any audio using the microphone of your phone.,start record with microphone and microphone,3,2,4,you can use your microphone of you microphone to record audio,4,3,4,record with your microphone,5,5,3
MICROPHONE,Allows the APP to make Recordings using the microphone.,the app use your microphone to record your own voice,5,5,5,you can record your voice with microphone,5,5,5,record your microphone to your microphone,2,2,4
MICROPHONE,This app supports voice recording,this app use microphone to microphone to record your own voice,4,3,2,you can record use microphone of your device microphone,3,3,3,you can record to the microphone and make a voice to the microphone,4,4,2
MICROPHONE,This application implements microphone function to take videos.,this application uses microphone and microphone,4,1,4,the app uses your microphone to record video,5,5,5,this application uses microphone and microphone,4,1,4
MICROPHONE,Speech to text is so efficient and easy. Simply click the microphone and start recording,you can record voice,4,4,3,you can record your voice with microphone,4,5,4,record your voice to your microphone ,4,4,4
MICROPHONE,This app uses Administrator Permissions; the features require authorization by the user to access the camera and microphone controls.,start listening the app uses microphone,3,4,1,the app will use your microphone,3,5,1,start listening the app uses microphone,3,4,1
MICROPHONE,You can record Your practice with Your device?'?s microphone.,the app uses microphone permission,3,5,3,record your practice you can record your practice via microphone,5,3,5,the app uses microphone permission,3,5,3
MICROPHONE,Blow into the microphone to raise the bubble. Set the microphone sensitivity to your blows.,the application uses microphone permission,3,5,3,the app uses microphone,3,5,3,you can record to your microphone,2,4,3
MICROPHONE,"Scream into your phone's microphone to make the rocket ""jump"".",the app uses microphone permission,3,5,2,app will access your microphone,3,5,2,the app uses microphone permission,3,5,2
MICROPHONE,Record sound clip - Lockwatch will record a 20 second audio clip using the phone's microphone.,microphone access,2,4,1,this app cann record audio sound using microphone,4,4,2,access your microphone,2,4,1
MICROPHONE,It allows you to record in different formats and extensions (.3gp; .mp4; .m4a; .amr) via bluetooth and via built-in microphone.,record voice,4,4,3,app uses microphone to record,4,5,3,the app record to the microphone,3,3,3
MICROPHONE,Echo button grant access to microphone for the echo function (since you press echo camera button may not work in some models until you restart the app; because permissions to access microphone simultaneously are disabled in some models and android versions).,this app use microphone to microphone to record your own voice,4,5,3,this app uses microphone to record audio,4,5,3,record to your microphone,3,5,3
MICROPHONE,The app streams audio over your local network allowing anyone with a smartphone to use it as a wireless microphone.,the app use microphone of your device,3,4,2,the app uses your microphone to record your voice,3,5,2,the app use microphone of your device,3,4,2
MICROPHONE,CUSTOM in this option you can create your own card sets using text notes; pictures; videos and you can use your microphone to use your voice like a card.,the app uses your microphone to record your voice,5,5,3,this app need access to device microphone record voice using microphone,4,2,3,the application uses your microphone,4,5,3
MICROPHONE,This application allow you to use the microphone of your phone as a sound level meter.,you can can start record using your microphone,3,3,4,sound measure microphone use,4,3,3,you can can start record using your microphone,3,3,4
MICROPHONE,(some) external microphone support,this app use microphone to microphone to record your own voice,3,3,2,the app can use microphone of your microphone,3,3,2,this app use microphone to microphone to record your own voice,3,3,2
MICROPHONE,(some) external microphone support,microphone access,3,4,3,record microphone support,3,3,4,you can record to the microphone and make a voice to the microphone,3,4,3
MICROPHONE,(some) external microphone support,the app set set audio and microphone of you microphone,3,2,3,this app will use your microphone,3,5,4,record your microphone to your microphone,2,2,4
MICROPHONE,(some) external microphone support,this app set audio and audio with device microphone,3,2,4,record microphone support,5,3,4,record your voice to your microphone ,2,4,4
MICROPHONE,(some) external microphone support,record voice,2,4,2,app can use microphone permission to record audio,3,5,2,record microphone to your microphone,3,3,4
MICROPHONE,(some) external microphone support,you can record voice,2,5,5,the app can use microphone of your microphone,3,3,2,the app record to the microphone,3,4,4
MICROPHONE,Counts with microphone if the preset noise level exceeds the preset threshold,the application uses your microphone,3,5,2,use microphone detect noise set alarm when threshold reached.,3,4,4,the application uses your microphone,3,5,2
MICROPHONE,The app has a sound meter mode that analyzes sound using the microphone.,set set audio with device microphone and microphone,3,3,4,you can record audio from the microphone,4,5,4,set set audio with device microphone and microphone,3,3,4
MICROPHONE,"If you use the voice recognition feature of the app; the ""allow to record audio"" permission is required so you can speak the commands into the microphone.",the application use microphone and your microphone,3,3,3,you can record your voice using microphone of your device microphone,3,5,4,record with your microphone,4,5,3
MICROPHONE,Smartphones microphone to measure the sound pressure level.,set set audio with device microphone and microphone,2,2,5,the app uses your microphone to start to record,3,5,5,set set audio with device microphone and microphone,2,2,5
MICROPHONE,Click on that microphone and microphone turns green When it is green you can start speaking; In return keyboard will type your voice,start listening the app uses microphone,3,2,3,press green button microphone will record using microphone from your device,5,3,4,start listening the app uses microphone,3,2,3
MICROPHONE,Not only the local bird variations but the microphone you use play a large part in identification. That said; by downloading; and defining the birds the app will be able to recognize many of the birds that you record.,this app set audio and audio with device microphone,2,2,3,you can use your microphone,3,5,3,access your microphone,3,4,3
MICROPHONE,Tap the microphone button and Santa Claus repeat what you say.,the app use your microphone to record your own voice,2,4,5,you can record audio from the microphone,3,4,4,you can record to the microphone and make a voice to the microphone,3,4,5
MICROPHONE,vSilencer uses your device microphone to sense the environmental noise and alerts you when desired threshold level is reached,the application will use microphone permission,3,5,1,use microphone detect noise set alarm when threshold reached.,4,4,2,the application will use microphone permission,3,5,1
MICROPHONE,voice and call recorder for Android devices. Use it for record voice memos; talks; music and songs in high quality.,set set audio with device microphone and microphone,2,2,3,record microphone support use microphone of your device,4,3,3,record your voice to your microphone ,4,3,3
MICROPHONE,Record using your phone's microphoneuse,the app use your microphone to record your own voice,5,5,3,you can record audio from the microphone,5,4,4,you can record to the microphone and make a voice to the microphone,5,4,3
MICROPHONE,all audio input comes from your Android device's microphone. So; avoid using headphones when recording.,you can can start record using your microphone,3,3,3,this app will use microphone,3,5,1,the application uses your microphone,3,5,1
MICROPHONE,You can set the sensitivity of the microphone and the audio level in the menu. If the audio level is 0; the vibrator is used.,set set audio with device microphone and microphone,4,3,1,access device microphone you can record to use microphone,3,5,2,access your microphone,3,4,1
MICROPHONE,This kitchen timer; use the recorded voice as an alarm. Will be recorded and then hold the microphone button.,microphone access,3,2,3,record microphone support,3,2,3,microphone access,3,2,3
MICROPHONE,Use the on-screen fingerboard; or play your real instrument through the device's microphone.,the app uses microphone to record,3,5,2,record your practice with microphone of your device,3,4,3,the app uses microphone to record,3,5,2
MICROPHONE,In simulation you can use finger to tap screen as a manual process and microphone as a breath simulation. On left part of screen you can show rate of heart massage. After 30 finger clicks you have to make breath twice (blow into microphone).,this app set audio and audio with device microphone,2,3,1,this app will use microphone,2,5,1,record with your microphone,2,4,1
MICROPHONE,Output the microphone input of the smartphone from the audio plug. Also at the same time recording.,the application uses microphone and microphone,2,3,2,you can record to use microphone,3,5,2,the application uses microphone and microphone,2,3,2
MICROPHONE,Record sound from your microphone.,the app uses microphone of your microphone,3,4,4,you can record your voice using your microphone,4,4,3,the app record to the microphone,4,4,4
MICROPHONE,Mic Studio app can make a records by a mobile microphone,the app use your microphone to record your own voice,4,4,5,record using microphone,3,4,1,record microphone to your microphone,3,3,2
MICROPHONE,To open all the doors and to comlete the game you also need a complete utilization of your device features and sensors (accelerometer; microphone and more).,record microphone and microphone,2,3,1,this app will use microphone,2,5,1,you can record to the microphone and make a voice to the microphone,2,4,2
MICROPHONE,The application functions by picking up sounds using the smart devices microphone then notifying through on screen notifications; vibrations; and flashing lights on your smart device.,the application uses microphone permission,3,5,1,you can use microphone to record your voice,3,5,1,the app uses microphone to record,3,5,1
MICROPHONE,Sound Meter [dB Save] it is displayed in dB using the built-in microphone of the mobile phone apps and shows the amount of ambient noise in decibels. And this app will help you measure the noise of everyday life with easy-to-use.,record voice,3,4,3,the app can use the microphone and you can record voice,3,5,3,record your voice to your microphone ,3,4,3
MICROPHONE,You can use it as a regular dictaphone for record voice notes and memos; speeches; business meetings; interviews; lectures; concerts or anything else!,microphone access,3,4,3,this app will use microphone,3,5,3,you can record to the microphone and make a voice to the microphone,3,5,4
MICROPHONE,Setup Visual Hearing Aid; add on a microphone; and stop wondering if you got the order right.,this app set audio and audio with device microphone,2,3,3,access microphone support,2,4,1,this app set audio and audio with device microphone,2,3,3
MICROPHONE,Access microphone,record microphone and microphone,4,3,2,this app will use microphone,3,5,2,microphone access,5,4,5
MICROPHONE,"Voice Commands provides the most comfortable way to start navigation. You don't have to type destination on keyboard; just say the address. Favorite addresses can be saved as shortcut commands. Then just click microphone button and say for example ""home"".",the app uses microphone of your microphone,2,4,1,the app can use the microphone and use the microphone record your voice,2,3,1,the app uses microphone of your microphone,2,4,1
MICROPHONE,Use microphone rights to measure the strength of the sound.,the app uses microphone to record,3,5,3,the app use microphone of your device,3,4,4,the app uses microphone to record,3,5,3
MICROPHONE,Speak to text or audio to text keyboard has a simple mechanism to work; just tap on microphone and start speaking what you need to write and it will change to text by voice; after you are done it will convert it into text,the app uses microphone permission,2,5,1,you can record your voice with microphone of your device,3,4,1,the app uses microphone permission,2,5,1
MICROPHONE,This app will use the phone microphone to measure environmental noise decibels (dB) and show a value for reference.,you can use the microphone and microphone to start record,3,3,3,access your microphone to measure sound level alert reached reference,3,4,3,the app record to the microphone,3,4,1
MICROPHONE,Tap and hold the microphone till you speak and release microphone when you are done speaking.,microphone access,3,2,3,you can use microphone of your microphone to record your voice,4,2,4,you can record to your microphone,4,4,3
MICROPHONE,You can record your voice in high quality.,you can record voice,4,5,2,record your voice from the microphone,4,4,4,you can record to the microphone and make a voice to the microphone,4,4,3
MICROPHONE,Record My Call has a basic purpose to record all your call,you can record voice,3,5,1,the app use microphone of your device to record audio,3,4,4,you can record to the microphone and make a voice to the microphone,3,4,5
MICROPHONE,Select mp3/music from your mobile or Recordings,microphone access,2,4,1,app use microphone of your microphone,2,3,5,access your microphone,2,4,2
MICROPHONE,Microphone - Record audio from your microphone.,record microphone and microphone,4,2,3,this app will use your microphone to record audio data,5,5,5,record microphone and microphone,4,2,3
MICROPHONE,Record audio from your microphone.,the app use microphone permission to record,4,4,4,this app uses microphone permission to record audio data,4,5,3,the app use microphone permission to record,4,4,4
MICROPHONE,Audio test: microphone and call speaker (earpiece speaker),start to record with your microphone,3,4,4,record microphone support,3,4,2,start to record with your microphone,3,4,4
MICROPHONE,Microphone live streaming from your Android device to any streaming music player. Capture sound from your microphone and stream it live,record voice,3,3,3,use your microphone you can stream record your voice,5,4,4,record your voice to your microphone ,4,4,3
MICROPHONE,"Option to take photo remotely by making a noise (e.g.; voice; whistle); or by voice command ""cheese"".",external microphone and microphone,3,2,3,you can record your voice using microphone,3,4,4,external microphone and microphone,3,2,3
MICROPHONE,The app needs record audio permission to use the microphone for speech recognition.,this app use microphone to microphone to record your own voice,3,2,5,this app will use your microphone,3,5,4,this app use microphone to microphone to record your own voice,3,5,5
MICROPHONE,Voice control calculator will automatically calculate what you say. It's very easy to use and very quick in calculating your voice.,the application will use microphone of your microphone,3,3,3,app access microphone record your voice,4,4,3,the application will use microphone of your microphone,3,3,3
MICROPHONE,It is a simple voice recorder. To use this application; you need permission to use storage and microphone audio,the app use microphone permission to record,3,5,4,this app access device microphone you can to record your voice,3,5,4,the app use microphone permission to record,3,5,4
MICROPHONE,KangaROOS can control LED lights through the mobile phone APP to achieve patterns; text; graffiti; music rhythm; microphone rhythm function.,microphone access,3,4,3,app need microphone permission,3,3,3,the app record to the microphone,3,5,3
MICROPHONE,Using voice to text Amharic keyboard; you can send voice text to all the messaging application on your phone.,microphone access,3,2,3,app need microphone permission to record your voice,3,5,4,record to your microphone,3,5,3
MICROPHONE,Clicking on the microphone icon it will be possible to record the pronunciation of the word using your own voice.,this application can use microphone to to start to record,5,4,4,this app uses microphone permission to record your voice,5,4,4,microphone access,3,4,3
MICROPHONE,It also detects the fundamental frequency of the audio (detected by microphone).,this application uses microphone permission,3,5,2,the app uses microphone to record audio,3,5,3,this application uses microphone permission,3,5,2
MICROPHONE,Our app uses microphone resource,record audio with the microphone,4,5,5,record microphone support,4,3,4,the application uses your microphone,5,5,5
MICROPHONE,The application allows you to measure the actual sound pressure level; expressed in decibels; using the phone's microphone.,record voice,3,3,3,this app uses microphone on your device,3,3,3,microphone access,3,4,3
MICROPHONE,In addition; since dB Meter uses the microphone integrated within your device; which was designed to record human voices; it may not be able to precisely measure very loud noises (> 90 dB).,you can record voice,3,5,1,this app uses microphone permission to record your voice,3,5,1,the app record to the microphone,2,4,1
MICROPHONE,Record Video Calls; SMS chat; Phone Calls with just one click. Audio + Video Recording and HD Quality Available.,microphone access,2,4,1,record audio data using microphone on your device,3,4,2,microphone access,2,4,1
MICROPHONE,"You can record the practice on ""Metrothm"" with the smart-phone's microphone. So you can check the recorded practice. ",you can use the microphone and your microphone,3,3,4,record practice with device microphone,5,5,3,you can use the microphone and your microphone,3,3,4
MICROPHONE,Children can record your voice and Santa Claus repeated that special message. Click the microphone and your voice is recorded. A papa noel then repeats what you've recorded.,record audio with the microphone,4,5,3,the app uses microphone you can to use record your voice,4,5,3,record your voice to your microphone ,4,4,3
MICROPHONE,Video settings: resolution; frame rate; 4K UHD; external microphone support; video audio recording ,the app use your microphone to record your own voice,4,4,4,you can record audio from the microphone,4,4,4,the app use your microphone to record your own voice,4,4,4
MICROPHONE,Play by just touching the screen or enable microphone control for the full experience.,this app use microphone to microphone to record your own voice,2,3,4,record micophone support,2,4,1,this app use microphone to microphone to record your own voice,2,3,4
MICROPHONE,Use any audio input source for your video: built-in microphone; external (wired) microphone or wireless (Bluetooth) headset.,external microphone and microphone support,3,3,1,app need microphone permission to record your voice,2,4,2,external microphone and microphone support,3,3,1
MICROPHONE,Record voice notes; rehearsals; classes; memos ,app need microphone permission to record your voice,4,5,5,this app uses your microphone to record your voice,4,5,4,record your microphone to your microphone,3,3,5
MICROPHONE,Hearing individuals speak into the microphone. Their speech is transcribed to text and displayed in the note pad.,you can can use the microphone to start record,2,3,2,app use microphone of your microphone to record audio,2,3,2,record with your microphone,2,4,1
MICROPHONE,you can also record audio from the microphone and it is automatically mixed into the recording.,the app use your microphone to record your own voice,3,4,3,this app uses microphone permission to record audio data,4,5,3,record with your microphone,4,4,1
MICROPHONE,Click on microphone and microphone turns green. In return keyboard will type your voice,record voice,3,4,3,press button to start record microphone,4,3,4,the app record to the microphone,3,5,4
MICROPHONE,listen to the phone surrounding audio live through your phone's microphone; or take a remote record of microphone ,this app use microphone to microphone to record your own voice,3,2,4,this app will use device microphone to record your voice,3,5,4,the app record to the microphone,3,3,3
MICROPHONE,The lights while recording will tell you how much noise your microphone is capturing.,the app uses microphone permission,3,4,4,you can measure sound level with microphone from your device microphone,5,5,5,record to your microphone,3,4,3
MICROPHONE,For your audio ensure you are using a decent microphone and in area where you have no background noise.,you can record voice,2,5,1,app need microphone permission to record your voice,2,4,2,access your microphone,3,4,1
MICROPHONE,Auto Recorder; starts and stops the record function when sound of a sufficient level is picked up by the microphone.,the app uses microphone to record,4,5,3,this app will use microphone permission to record your voice,4,5,4,the app uses microphone to record,4,5,3
MICROPHONE,It covert your voice at high volume like a loud speaker mic.?? You can use it for voice chatting; recording; and recognition.,you can use the microphone and microphone to start record,3,3,2,you can use microphone to record your voice,3,5,2,you can record to your microphone,2,5,1
MICROPHONE,Tap the MICROPHONE and your voice is RECORDED.,external microphone and microphone support,3,3,3,the app uses microphone permission you can use to record your voice,4,4,4,record your microphone to your microphone,4,3,4
MICROPHONE,Access to your device microphone,the app uses microphone to record,5,5,4,this app uses microphone of your device,5,5,4,record microphone to your microphone,4,5,5
MICROPHONE,The App will use your microphone signal for all demonstrations. Please grant the App access to the microphone when prompted; and enjoy! ,the application uses microphone permission,5,5,5,the app you can use your microphone,5,5,5,the application uses microphone permission,5,5,5
MICROPHONE,The microphone permission is used so that you can request schedule information by speaking a request.,microphone access,3,4,3,you can use microphone to record your voice,3,5,4,record with your microphone,3,5,3
MICROPHONE,Audio Recorder is mostly known as professional; easy voice and call recorder for Android devices. Use it for record voice memos; talks; music and songs in high quality.,the app uses microphone to record,5,4,3,the app access microphone of your device microphone to you can use to record your voice,5,3,4,microphone access,3,4,3
MICROPHONE,Record high quality audio from the microphone simultaneously with the phone screen.,you can record voice,3,4,3,you can use microphone use to record your voice,3,3,4,microphone access,3,4,3
MICROPHONE,this app takes control of your microphone.,the app uses microphone to record,4,5,5,this app use microphone permission to record audio,3,4,5,you can record to your microphone,3,5,5
MICROPHONE,Record unlimited; high quality audio with Voice Memos using the built-in microphone; your headset; or an external mic.,record voice,3,4,1,this app uses microphone permission to record your voice,3,5,2,record your voice to your microphone ,3,4,2
MICROPHONE,RecordIt is a sound/voice/microphone recorder that lets you record in both 3gpp and wav format; so you can choose your preferred quality.,the application uses microphone permission,4,5,4,use your microphone to record your voice,4,5,5,you can record to the microphone and make a voice to the microphone,3,2,4
MICROPHONE,Select mp3/music from your mobile or recordings,record audio with the microphone,3,4,4,this app uses your microphone,2,5,4,record audio with the microphone,3,4,4
MICROPHONE,You can even record live audio and this MP3 editor can edit and trim the best parts from it,support microphone,2,4,1,the app use microphone to record live audio sound,3,4,2,the app record to the microphone,2,4,1
MICROPHONE,You can even record live audio and this MP3 editor can edit and trim the best parts from it,record audio with the microphone,3,4,1,this app will use your microphone,2,5,1,record audio with the microphone,3,4,1
MICROPHONE,Make your note/diary awesome with images/videos/audios,you can use the microphone to microphone to record your own voice,2,4,2,you can record your voice with device microphone,2,5,4,you can use the microphone to microphone to record your own voice,2,4,2
MICROPHONE,Make your note/diary awesome with images/videos/audios,you can record record start record using microphone and microphone,2,2,3,the app use microphone permission to to you can use to record your voice,2,4,2,you can record to your microphone,2,5,5
MICROPHONE,It is a smart sound recorder,the app microphone permission,3,3,4,this app use microphone permission to record sound,4,5,4,the app microphone permission,3,3,4
MICROPHONE,You can use the microphone to test the words in the image,record audio with the device microphone,4,5,4,the app uses microphone to record audio,4,5,4,the application uses your microphone,4,5,4
MICROPHONE,Can record video and take pictures in the background; even turn off screen ,the app use microphone permission to record,2,4,2,this app will use camera and microphone permission,2,5,3,you can record to your microphone,3,5,2
MICROPHONE,This application needs to access the microphone to get the pitch you are playing or singing,the application uses microphone of your microphone,3,3,2,record your practice using device microphone,2,4,2,the application uses microphone of your microphone,3,3,2
MICROPHONE,Record your voice using the built-in microphone,set set audio with device microphone and microphone,3,2,5,app use microphone you can use to record your voice,5,3,4,set set audio with device microphone and microphone,3,2,5
MICROPHONE,Record an audio/music for editing,you can record from the microphone,3,4,4,record audio with microphone,3,4,4,you can record from the microphone,3,4,4
MICROPHONE,The sound meter app uses your microphone to measure noise volume in decibels(dB),the app use microphone permission,4,4,2,the app use your microphone,4,4,2,record with your microphone,3,4,1
MICROPHONE,Change your voice in real-time after recording -- this voice processor makes your voice sound like a robot; an alien; a baby and many more ,record audio with the microphone,4,5,3,record your voice using microphone of your microphone,5,5,3,record to your microphone,3,5,3
MICROPHONE,Change your voice in real-time after recording -- this voice processor makes your voice sound like a robot; an alien; a baby and many more ,microphone access,3,4,3,app use microphone and to you can record your voice,4,2,3,record your voice to your microphone ,3,4,3
MICROPHONE,HD Video recording,record audio with the device microphone,3,4,2,you can use microphone to record,3,4,2,record your voice to your microphone ,3,4,2
MICROPHONE,Permission to record with microphone for visualization,the application uses microphone of your microphone,3,3,5,this app use microphone of your device,3,4,5,the application uses microphone of your microphone,3,3,5
MICROPHONE,This is required if your program uses the camera; Bluetooth; audio record; etc ,record audio from microphone,3,5,3,app will use microphone permission,3,5,3,record audio from microphone,3,5,3
MICROPHONE,Owing that performance of the microphone will be different for each device; so calibration is needed before use ,the app use microphone permission,3,4,1,this app need access your micophone,2,4,1,the app use microphone permission,3,4,1
MICROPHONE,Sound detection mode,the app use microphone permission,2,4,3,this app will use microphone permission,2,5,2,record to your microphone,2,5,4
MICROPHONE,It can record audio from mic as well during screen record,microphone access,4,4,3,the app you to use your microphone,3,2,4,record microphone to your microphone,3,5,4
MICROPHONE,On Android; your child can view pictures; practice pronunciation compared to recording; learn pictures; and play a memory game ,the application uses microphone of your microphone,3,2,3,this app will use microphone,3,5,3,the application uses microphone of your microphone,3,2,3
MICROPHONE,A very straightforward app that simply transcribes what's spoken to it,you can record from the microphone,3,4,4,you can record your voice from the microphone,4,4,4,you can record from the microphone,3,4,4
MICROPHONE,Displays sound as a stream of color (live; microphone input) ,this app uses microphone permission to record,2,5,4,app use microphone microphone microphone,3,2,2,this app uses microphone permission to record,2,5,4
MICROPHONE,Speak; record and listen your words,the app uses microphone of your microphone,3,5,5,this app use microphone permission you can use to record your voice,4,3,3,the app uses microphone of your microphone,3,3,5
